baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_name.84	gene_type.84	chr.84	start.84	stop.84	loc.84	Gene	gene_type.107	chr	start	stop.107	loc.107	gene_id.107
MED19	247.313227087847	-0.19509740154846	0.146146767387045	-1.33494161408153	0.1818954564142	0.521876202654657	ENSG00000156603	MED19	protein_coding	chr11	57703714	57712221	chr11:57703714	MED19	protein_coding	chr11	57703710	57712221	chr11:57703710	ENSG00000156603
MED20	175.135370376589	0.232544912730083	0.153136365035651	1.51854794696182	0.128876321978247	0.447794935194159	ENSG00000124641	MED20	protein_coding	chr6	41905354	41921139	chr6:41905354	MED20	protein_coding	chr6	41905354	41921139	chr6:41905354	ENSG00000124641
MED21	565.938623431534	0.352391542321469	0.151991878101276	2.31848929510997	0.0204227440797523	0.187814958116908	ENSG00000152944	MED21	protein_coding	chr12	27022546	27066343	chr12:27022546	MED21	protein_coding	chr12	27022546	27066343	chr12:27022546	ENSG00000152944
MED22	1175.36547249219	-0.058872624301875	0.15991217549517	-0.368155983867866	0.712756928668509	0.896405052011213	ENSG00000148297	MED22	protein_coding	chr9	133338323	133348131	chr9:133338323	MED22	protein_coding	chr9	133338312	133348131	chr9:133338312	ENSG00000148297
MED23	2497.26659727936	0.314899514890712	0.160828533809375	1.95798287425758	0.0502320222745624	0.291721222604053	ENSG00000112282	MED23	protein_coding	chr6	131573966	131628229	chr6:131573966	MED23	protein_coding	chr6	131573966	131628242	chr6:131573966	ENSG00000112282
MED24	1734.15182892419	-0.122328210565707	0.143046958085865	-0.855161215607805	0.392461904134566	0.72060044227268	ENSG00000008838	MED24	protein_coding	chr17	40019097	40061215	chr17:40019097	MED24	protein_coding	chr17	40019097	40061215	chr17:40019097	ENSG00000008838
MED25	910.547924354609	-0.248595279526819	0.191599837905322	-1.29747124133613	0.19446909401951	0.538480602338141	ENSG00000104973	MED25	protein_coding	chr19	49818279	49838816	chr19:49818279	MED25	protein_coding	chr19	49818282	49840383	chr19:49818282	ENSG00000104973
MED26	437.589165822511	0.165282991445132	0.175734264308187	0.940527973277159	0.346946807902365	0.685688249099123	ENSG00000105085	MED26	protein_coding	chr19	16574907	16629062	chr19:16574907	MED26	protein_coding	chr19	16574907	16629062	chr19:16574907	ENSG00000105085
MED27	509.346976591132	0.215126278747819	0.178331926905249	1.20632509546156	0.22769216504076	0.57554210795414	ENSG00000160563	MED27	protein_coding	chr9	131860107	132079908	chr9:131860107	MED27	protein_coding	chr9	131852928	132079867	chr9:131852928	ENSG00000160563
MED28	3558.42768143017	0.0612817045540575	0.154054053969676	0.397793521007374	0.690782393503773	0.887565582091838	ENSG00000118579	MED28	protein_coding	chr4	17614631	17634105	chr4:17614631	MED28	protein_coding	chr4	17614641	17634105	chr4:17614641	ENSG00000118579
MED29	1786.68661579356	-0.188588790954685	0.155804154103358	-1.21042209715139	0.22611696699756	0.573813157233601	ENSG00000063322	MED29	protein_coding	chr19	39391303	39400637	chr19:39391303	MED29	protein_coding	chr19	39391303	39400641	chr19:39391303	ENSG00000063322
MED30	508.887648111838	0.596786287160162	0.195348782156273	3.05497828331866	0.00225076819115337	0.0576073800771776	ENSG00000164758	MED30	protein_coding	chr8	117520713	117540262	chr8:117520713	MED30	protein_coding	chr8	117520713	117540262	chr8:117520713	ENSG00000164758
MED31	144.178206220341	-0.361773846574089	0.141074676492256	-2.56441379536992	0.0103350248708838	0.131510038217302	ENSG00000108590	MED31	protein_coding	chr17	6643315	6651634	chr17:6643315	MED31	protein_coding	chr17	6643311	6651634	chr17:6643311	ENSG00000108590
MED4	1002.33543784939	-0.0485272316806806	0.105607513803946	-0.459505483395516	0.645871215277592	0.867897299804129	ENSG00000136146	MED4	protein_coding	chr13	48053323	48095131	chr13:48053323	MED4	protein_coding	chr13	48053323	48095131	chr13:48053323	ENSG00000136146
MED4-AS1	39.4054140854678	0.593832562422273	0.267192429340006	2.22249022507525	0.0262501939022094	0.213384750595263	ENSG00000229111	MED4-AS1	antisense	chr13	48077137	48079991	chr13:48077137	MED4-AS1	lncRNA	chr13	48077137	48079991	chr13:48077137	ENSG00000229111
MED6	778.374838166683	0.280999144668015	0.141830518998328	1.9812318720439	0.0475652765087447	0.283576117922738	ENSG00000133997	MED6	protein_coding	chr14	70581257	70600690	chr14:70581257	MED6	protein_coding	chr14	70581257	70600690	chr14:70581257	ENSG00000133997
MED7	209.188414177477	-0.244614686820862	0.157725810946962	-1.5508855865266	0.120929105140922	0.435398523869182	ENSG00000155868	MED7	protein_coding	chr5	157137412	157159019	chr5:157137412	MED7	protein_coding	chr5	157137424	157159019	chr5:157137424	ENSG00000155868
MED8	467.466967973361	-0.159218895287386	0.171991096321436	-0.925739173089635	0.354581544867487	0.692111438630708	ENSG00000159479	MED8	protein_coding	chr1	43383917	43389808	chr1:43383917	MED8	protein_coding	chr1	43383917	43389808	chr1:43383917	ENSG00000159479
MED9	399.359484693241	0.452800363003534	0.235575033794266	1.9221067517663	0.054592326687678	0.303052615249501	ENSG00000141026	MED9	protein_coding	chr17	17476986	17493226	chr17:17476986	MED9	protein_coding	chr17	17476994	17493221	chr17:17476994	ENSG00000141026
MEF2A	1621.77052156587	0.0802939888661392	0.141103321643033	0.5690439312922	0.569326327003746	0.829574695394293	ENSG00000068305	MEF2A	protein_coding	chr15	99565417	99716466	chr15:99565417	MEF2A	protein_coding	chr15	99565417	99716488	chr15:99565417	ENSG00000068305
MEF2B	117.728836568702	-0.299753385112286	0.17607074387097	-1.70245992333601	0.0886691850849807	0.380216706498354	ENSG00000213999	MEF2B	protein_coding	chr19	19145568	19170289	chr19:19145568	MEF2B	protein_coding	chr19	19145567	19192131	chr19:19145567	ENSG00000213999
MEF2C	90.3208230222332	-1.28618021060371	0.378826541995538	-3.39516920812496	0.000685861980184418	0.0304937711696598	ENSG00000081189	MEF2C	protein_coding	chr5	88717117	88904257	chr5:88717117	MEF2C	protein_coding	chr5	88717117	88904257	chr5:88717117	ENSG00000081189
MEF2D	4472.60085178888	0.436858865537511	0.185422878539073	2.35601382623048	0.0184722301380011	0.178517020313245	ENSG00000116604	MEF2D	protein_coding	chr1	156463727	156500828	chr1:156463727	MEF2D	protein_coding	chr1	156463727	156500779	chr1:156463727	ENSG00000116604
MEFV	165.232916121143	-0.168286861412554	0.152775360389431	-1.10153143140087	0.270665432525788	0.6186608832778	ENSG00000103313	MEFV	protein_coding	chr16	3242028	3256627	chr16:3242028	MEFV	protein_coding	chr16	3242027	3256633	chr16:3242027	ENSG00000103313
MEGF6	2383.4350524595	0.110365466440947	0.213909277543965	0.515945206809758	0.605892679004817	0.848290209884966	ENSG00000162591	MEGF6	protein_coding	chr1	3489920	3611495	chr1:3489920	MEGF6	protein_coding	chr1	3487951	3611508	chr1:3487951	ENSG00000162591
MEGF8	767.123011325028	-0.0271738516709427	0.172657093980914	-0.157386244864903	0.874940453364746	0.959474628839867	ENSG00000105429	MEGF8	protein_coding	chr19	42325609	42378769	chr19:42325609	MEGF8	protein_coding	chr19	42325609	42378769	chr19:42325609	ENSG00000105429
MEGF9	1468.88044686214	-0.285145347506392	0.15066905833692	-1.89252757436607	0.058420723282178	0.31303325263757	ENSG00000106780	MEGF9	protein_coding	chr9	120600813	120714470	chr9:120600813	MEGF9	protein_coding	chr9	120600811	120714470	chr9:120600811	ENSG00000106780
MEI1	849.515221493793	0.0429319608302005	0.194640915423349	0.220570072519555	0.825427205803492	0.940900833163775	ENSG00000167077	MEI1	protein_coding	chr22	41699499	41799456	chr22:41699499	MEI1	protein_coding	chr22	41699503	41799456	chr22:41699503	ENSG00000167077
MEMO1	1341.24333647574	-0.0289413636079176	0.102200084214325	-0.283183363599039	0.777036280543153	0.922786646926631	ENSG00000162959	MEMO1	protein_coding	chr2	31865060	32011230	chr2:31865060	MEMO1	protein_coding	chr2	31865060	32011230	chr2:31865060	ENSG00000162959
MEN1	1567.23168707407	-0.284783237996919	0.203698149719382	-1.39806492297176	0.162093572094092	0.495973080644416	ENSG00000133895	MEN1	protein_coding	chr11	64803510	64811294	chr11:64803510	MEN1	protein_coding	chr11	64803510	64811294	chr11:64803510	ENSG00000133895
MEOX1	200.781496640443	-0.342202723435349	0.339942133778075	-1.00664992489207	0.314103033804544	0.658790481404033	ENSG00000005102	MEOX1	protein_coding	chr17	43640388	43661954	chr17:43640388	MEOX1	protein_coding	chr17	43640389	43661922	chr17:43640389	ENSG00000005102
MEPCE	1879.15570651603	-0.15442810355959	0.236730816522445	-0.652336294142541	0.514184251404813	0.799507459278302	ENSG00000146834	MEPCE	protein_coding	chr7	100428790	100434126	chr7:100428790	MEPCE	protein_coding	chr7	100428322	100434126	chr7:100428322	ENSG00000146834
MEST	157.848284001746	-0.165481897183574	0.175727405720995	-0.941696581159982	0.346348005923469	0.685627085796406	ENSG00000106484	MEST	protein_coding	chr7	130486171	130506296	chr7:130486171	MEST	protein_coding	chr7	130486171	130506465	chr7:130486171	ENSG00000106484
METAP1	1289.41765411066	-0.226968459897708	0.116099926507421	-1.9549405992363	0.0505900818380274	0.292257013735725	ENSG00000164024	METAP1	protein_coding	chr4	98995620	99062813	chr4:98995620	METAP1	protein_coding	chr4	98995659	99062809	chr4:98995659	ENSG00000164024
METAP1D	350.706751733253	-0.065763892574718	0.108029382077572	-0.608759314456645	0.542683984966201	0.814995787742092	ENSG00000172878	METAP1D	protein_coding	chr2	171999583	172082430	chr2:171999583	METAP1D	protein_coding	chr2	171999943	172082430	chr2:171999943	ENSG00000172878
METAP2	1645.00518897016	0.0187188650030641	0.141936230984745	0.13188221832575	0.895077453487758	0.966985225198233	ENSG00000111142	METAP2	protein_coding	chr12	95473520	95515839	chr12:95473520	METAP2	protein_coding	chr12	95473520	95515839	chr12:95473520	ENSG00000111142
METRN	125.414890249276	-0.148905022491574	0.251532554127311	-0.591991056617693	0.553856577206673	0.821069532290135	ENSG00000103260	METRN	protein_coding	chr16	715115	719655	chr16:715115	METRN	protein_coding	chr16	715118	719655	chr16:715118	ENSG00000103260
METRNL	139.394089576341	0.00273009297523549	0.310335872625946	0.00879722009619598	0.992980924443019	0.997735882564221	ENSG00000176845	METRNL	protein_coding	chr17	83079691	83095119	chr17:83079691	METRNL	protein_coding	chr17	83079609	83095122	chr17:83079609	ENSG00000176845
METTL1	138.29239119452	-0.0592150016839725	0.231539126280831	-0.255745120209841	0.798147652528012	0.930718332201871	ENSG00000037897	METTL1	protein_coding	chr12	57768471	57772793	chr12:57768471	METTL1	protein_coding	chr12	57768471	57772119	chr12:57768471	ENSG00000037897
METTL13	391.560136211018	-1.15712955509846	0.231055852142669	-5.00800799619641	5.49962504863692e-07	0.000334837375665276	ENSG00000010165	METTL13	protein_coding	chr1	171781664	171814023	chr1:171781664	METTL13	protein_coding	chr1	171781660	171814023	chr1:171781660	ENSG00000010165
METTL14	892.191845870486	0.0760724984657464	0.138623940438859	0.548768836211944	0.583164099441194	0.836753196601226	ENSG00000145388	METTL14	protein_coding	chr4	118685368	118715433	chr4:118685368	METTL14	protein_coding	chr4	118685392	118715433	chr4:118685392	ENSG00000145388
METTL15	484.968599624176	0.0978581842581096	0.156721750116523	0.624407168662624	0.53236021837763	0.809598939433136	ENSG00000169519	METTL15	protein_coding	chr11	28108248	28527041	chr11:28108248	METTL15	protein_coding	chr11	28108248	28527041	chr11:28108248	ENSG00000169519
METTL16	2406.77454242475	0.0952889835888582	0.107386950335158	0.887342300823875	0.374894637816946	0.70611432003794	ENSG00000127804	METTL16	protein_coding	chr17	2405562	2511891	chr17:2405562	METTL16	protein_coding	chr17	2405562	2511891	chr17:2405562	ENSG00000127804
METTL17	2004.42224736816	-0.0457562724034134	0.159937865070191	-0.286087802806001	0.774810873267016	0.921858772307479	ENSG00000165792	METTL17	protein_coding	chr14	20989770	20997035	chr14:20989770	METTL17	protein_coding	chr14	20989973	20997035	chr14:20989973	ENSG00000165792
METTL18	134.825910280732	-0.215743311406141	0.199454250000005	-1.0816681590196	0.279400006392778	0.62633410747838	ENSG00000171806	METTL18	protein_coding	chr1	169792529	169794966	chr1:169792529	METTL18	protein_coding	chr1	169792529	169794963	chr1:169792529	ENSG00000171806
METTL21A	824.828931205053	-0.033642523721187	0.103049858468701	-0.326468412680113	0.744069984279039	0.909780331634941	ENSG00000144401	METTL21A	protein_coding	chr2	207580631	207625928	chr2:207580631	METTL21A	protein_coding	chr2	207580631	207625928	chr2:207580631	ENSG00000144401
METTL22	655.838549884369	0.0292006834469891	0.142760410676872	0.204543285554724	0.837928969940078	0.945351698378488	ENSG00000067365	METTL22	protein_coding	chr16	8621683	8649654	chr16:8621683	METTL22	protein_coding	chr16	8621683	8649654	chr16:8621683	ENSG00000067365
METTL23	963.649510389255	0.0143456314742683	0.171905910248072	0.0834504843583714	0.933493347751683	0.978426052158676	ENSG00000181038	METTL23	protein_coding	chr17	76726830	76733936	chr17:76726830	METTL23	protein_coding	chr17	76726830	76733936	chr17:76726830	ENSG00000181038
METTL25	172.703514233078	-0.227466422418235	0.135235159151433	-1.68200654212654	0.0925675713274968	0.388406238454742	ENSG00000127720	METTL25	protein_coding	chr12	82358497	82479236	chr12:82358497	METTL25	protein_coding	chr12	82358528	82479239	chr12:82358528	ENSG00000127720
METTL2A	393.770318240723	-0.270821575338523	0.13205543429383	-2.05081734641781	0.0402847376410741	0.262352356291561	ENSG00000087995	METTL2A	protein_coding	chr17	62423867	62450822	chr17:62423867	METTL2A	protein_coding	chr17	62423875	62453385	chr17:62423875	ENSG00000087995
METTL2B	1038.38446076704	-0.194759809301968	0.0813454896367797	-2.39422997109737	0.0166553022701344	0.168148099027045	ENSG00000165055	METTL2B	protein_coding	chr7	128476729	128506602	chr7:128476729	METTL2B	protein_coding	chr7	128476729	128506602	chr7:128476729	ENSG00000165055
METTL3	2075.97151551663	-0.0968565547545249	0.102518718387681	-0.944769465301506	0.344776583963785	0.684163883822775	ENSG00000165819	METTL3	protein_coding	chr14	21498133	21511375	chr14:21498133	METTL3	protein_coding	chr14	21498133	21511342	chr14:21498133	ENSG00000165819
METTL4	621.269081822255	-0.193226267189711	0.139723577073291	-1.3829181247511	0.166689972159558	0.501874851211892	ENSG00000101574	METTL4	protein_coding	chr18	2537525	2571509	chr18:2537525	METTL4	protein_coding	chr18	2537525	2571509	chr18:2537525	ENSG00000101574
METTL5	459.32906884534	-0.155716562930565	0.138595095740745	-1.12353588053251	0.261209970737959	0.608993205456825	ENSG00000138382	METTL5	protein_coding	chr2	169810081	169824931	chr2:169810081	METTL5	protein_coding	chr2	169810081	169824931	chr2:169810081	ENSG00000138382
METTL6	468.901005111053	-0.227003837439976	0.0794711274303439	-2.85643157181763	0.00428432343240741	0.0828348807252172	ENSG00000206562	METTL6	protein_coding	chr3	15381275	15440566	chr3:15381275	METTL6	protein_coding	chr3	15381275	15440566	chr3:15381275	ENSG00000206562
METTL7A	290.059880909469	-0.772475559577529	0.14852795881942	-5.20087642567487	1.98350954728386e-07	0.000164372334233665	ENSG00000185432	METTL7A	protein_coding	chr12	50923472	50932517	chr12:50923472	METTL7A	protein_coding	chr12	50923472	50932510	chr12:50923472	ENSG00000185432
METTL8	908.508414012691	0.0263841970575536	0.0909624292860192	0.290055985362836	0.771773407515901	0.920946468314393	ENSG00000123600	METTL8	protein_coding	chr2	171317405	171434802	chr2:171317405	METTL8	protein_coding	chr2	171315746	171434802	chr2:171315746	ENSG00000123600
METTL9	3001.49192609051	0.00279323723267049	0.136190240620655	0.0205098193522602	0.983636679014516	0.994785904706128	ENSG00000197006	METTL9	protein_coding	chr16	21597218	21657473	chr16:21597218	METTL9	protein_coding	chr16	21597218	21657471	chr16:21597218	ENSG00000197006
MEX3C	2322.39594423735	0.264115561899108	0.121381206417736	2.17591808232775	0.0295613864510863	0.225701123372405	ENSG00000176624	MEX3C	protein_coding	chr18	51174550	51218304	chr18:51174550	MEX3C	protein_coding	chr18	51174550	51218333	chr18:51174550	ENSG00000176624
MFAP1	311.708496054808	0.172977644438896	0.135179428476357	1.27961514846285	0.20068051955618	0.545453893943106	ENSG00000140259	MFAP1	protein_coding	chr15	43804492	43824802	chr15:43804492	MFAP1	protein_coding	chr15	43804492	43824690	chr15:43804492	ENSG00000140259
MFAP3	334.13690388949	0.0900388545389552	0.157948020373945	0.570053707072657	0.568641271901969	0.829062411526314	ENSG00000037749	MFAP3	protein_coding	chr5	154038906	154220478	chr5:154038906	MFAP3	protein_coding	chr5	154038959	154220478	chr5:154038959	ENSG00000037749
MFF	1545.00607125587	-0.0690257452635334	0.137333921805156	-0.502612496288166	0.615236741747773	0.852066186182689	ENSG00000168958	MFF	protein_coding	chr2	227325151	227357836	chr2:227325151	MFF	protein_coding	chr2	227325151	227357836	chr2:227325151	ENSG00000168958
MFGE8	906.245673162385	0.246417937876556	0.196942487118322	1.25121776150065	0.21085503979592	0.557860801900647	ENSG00000140545	MFGE8	protein_coding	chr15	88898683	88913411	chr15:88898683	MFGE8	protein_coding	chr15	88898683	88913468	chr15:88898683	ENSG00000140545
MFHAS1	4303.88659798962	0.0501415521153751	0.163000820836516	0.307615335051995	0.758375050006144	0.915651247227355	ENSG00000147324	MFHAS1	protein_coding	chr8	8783354	8893645	chr8:8783354	MFHAS1	protein_coding	chr8	8783354	8893630	chr8:8783354	ENSG00000147324
MFN1	1229.0831145053	-0.0524257023823344	0.143887739681789	-0.36435142075534	0.71559560653364	0.89758788677763	ENSG00000171109	MFN1	protein_coding	chr3	179347692	179394931	chr3:179347692	MFN1	protein_coding	chr3	179347709	179394936	chr3:179347709	ENSG00000171109
MFN2	2261.73387740976	-0.13774683491895	0.173890503843262	-0.792146965328876	0.428274988031317	0.744419874568276	ENSG00000116688	MFN2	protein_coding	chr1	11980181	12013514	chr1:11980181	MFN2	protein_coding	chr1	11980181	12015211	chr1:11980181	ENSG00000116688
MFNG	4428.65641200913	-0.139327383862915	0.250781252332256	-0.555573363507741	0.578502544764925	0.834831249357713	ENSG00000100060	MFNG	protein_coding	chr22	37469063	37486401	chr22:37469063	MFNG	protein_coding	chr22	37469063	37486393	chr22:37469063	ENSG00000100060
MFSD1	735.386350739178	-0.403691455476456	0.151015000448222	-2.67318779113514	0.00751341773663236	0.110553840736716	ENSG00000118855	MFSD1	protein_coding	chr3	158732198	158829719	chr3:158732198	MFSD1	protein_coding	chr3	158732198	158829719	chr3:158732198	ENSG00000118855
MFSD10	1126.10493071693	-0.215730950701632	0.240648659624881	-0.896456066025505	0.370009234751261	0.702551266569143	ENSG00000109736	MFSD10	protein_coding	chr4	2930561	2934859	chr4:2930561	MFSD10	protein_coding	chr4	2930561	2934834	chr4:2930561	ENSG00000109736
MFSD11	932.569051516396	-0.148181547423094	0.104497852431031	-1.41803438038016	0.156180727470006	0.487888967812847	ENSG00000092931	MFSD11	protein_coding	chr17	76735865	76781449	chr17:76735865	MFSD11	protein_coding	chr17	76735865	76781449	chr17:76735865	ENSG00000092931
